央视频道,#genre#
CGTN法语,https://francais-livews.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802cd/playlist.m3u8
CGTN阿拉伯语,https://arabic-livews.cgtn.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802cd/playlist.m3u8

卫视频道,#genre#
安徽卫视,http://39.134.67.108/PLTV/88888888/224/3221225925/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
北京卫视,http://39.134.67.108/PLTV/88888888/224/3221225931/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8#http://39.134.65.179/PLTV/88888888/224/3221225678/1.m3u8#http://39.134.65.164/PLTV/88888888/224/3221225678/1.m3u8#http://39.134.65.166/PLTV/88888888/224/3221225678/1.m3u8#http://39.134.65.173/PLTV/88888888/224/3221225678/1.m3u8
重庆卫视,http://39.134.67.108/PLTV/88888888/224/3221225963/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
东方卫视,http://39.134.67.108/PLTV/88888888/224/3221225942/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8#http://39.134.65.164/PLTV/88888888/224/3221225672/1.m3u8#http://39.134.65.179/PLTV/88888888/224/3221225672/1.m3u8#http://39.134.65.173/PLTV/88888888/224/3221225672/1.m3u8#http://39.134.65.175/PLTV/88888888/224/3221225672/1.m3u8
东南卫视,http://39.134.67.108/PLTV/88888888/224/3221225950/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
广东卫视,http://39.134.67.108/PLTV/88888888/224/3221225966/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广西卫视,http://39.134.67.108/PLTV/88888888/224/3221226024/1.m3u8
贵州卫视,http://39.134.67.108/PLTV/88888888/224/3221225974/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8#http://39.134.65.149/PLTV/88888888/224/3221225974/1.m3u8
海南卫视,http://39.134.67.108/PLTV/88888888/224/3221226026/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
河北卫视,http://39.134.67.108/PLTV/88888888/224/3221225961/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
湖北卫视,http://39.134.67.108/PLTV/88888888/224/3221225975/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8#http://39.134.65.164/PLTV/88888888/224/3221225569/1.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225569/1.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8#http://39.134.65.181/PLTV/88888888/224/3221225506/1.m3u8#http://39.134.65.173/PLTV/88888888/224/3221225506/1.m3u8#http://39.134.65.166/PLTV/88888888/224/3221225506/1.m3u8#http://39.134.65.183/PLTV/88888888/224/3221225506/1.m3u8#http://39.134.65.175/PLTV/88888888/224/3221225506/1.m3u8
吉林卫视,http://39.134.67.108/PLTV/88888888/224/3221226013/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8#http://39.134.65.149/PLTV/88888888/224/3221225981/1.m3u8
江苏卫视,http://39.134.67.108/PLTV/88888888/224/3221225938/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8#http://39.134.65.175/PLTV/88888888/224/3221225503/1.m3u8#http://39.134.65.181/PLTV/88888888/224/3221225503/1.m3u8#http://39.134.65.183/PLTV/88888888/224/3221225503/1.m3u8#http://39.134.65.173/PLTV/88888888/224/3221225503/1.m3u8
江西卫视,http://39.134.67.108/PLTV/88888888/224/3221225935/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
内蒙古卫视,http://39.134.67.108/PLTV/88888888/224/3221226017/1.m3u8
宁夏卫视,http://39.134.67.108/PLTV/88888888/224/3221226028/1.m3u8
山东卫视,http://39.134.67.108/PLTV/88888888/224/3221225952/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8#http://39.134.65.141/PLTV/88888888/224/3221225952/1.m3u8
山西卫视,http://39.134.67.108/PLTV/88888888/224/3221226009/1.m3u8
四川卫视,http://39.134.67.108/PLTV/88888888/224/3221225970/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
天津卫视,http://39.134.67.108/PLTV/88888888/224/3221225972/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8#http://39.134.65.166/PLTV/88888888/224/3221225665/1.m3u8
西藏卫视,http://39.134.67.108/PLTV/88888888/224/3221225951/1.m3u8
新疆卫视,http://39.134.67.108/PLTV/88888888/224/3221225999/1.m3u8
浙江卫视,http://39.134.67.108/PLTV/88888888/224/3221225959/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225514/1.m3u8#http://39.134.65.175/PLTV/88888888/224/3221225514/1.m3u8#http://39.134.65.179/PLTV/88888888/224/3221225514/1.m3u8#http://39.134.65.173/PLTV/88888888/224/3221225514/1.m3u8

黑龙江,#genre#
少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8
新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8
都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8?zheild
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8?zheild#https://stream.hrbtv.net/yspd/sd/live.m3u8
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8?zheild
哈尔滨娱乐,http://stream.hrbtv.net/ylpd/sd/live.m3u8?zheild
哈尔滨都市资讯,https://stream.hrbtv.net/zxpd/sd/live.m3u8
鹤岗新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8
佳木斯新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8#https://masterpull.hljtv.com/live/l9wQtsVs.m3u8
齐齐哈尔新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226437/index.m3u8
齐齐哈尔经济法制,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226555/index.m3u8
双鸭山综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226529/index.m3u8
大庆新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226484/index.m3u8
克东综合,https://masterpull.hljtv.com/live/PO1DiGiN.m3u8
拜泉综合,https://masterpull.hljtv.com/live/zHtOXXUz.m3u8
友谊综合,https://masterpull.hljtv.com/live/LVpBWYXl.m3u8
勃利综合,https://masterpull.hljtv.com/live/6rx9bifO.m3u8
呼玛综合,https://masterpull.hljtv.com/live/yN3vDovm.m3u8
讷河综合,https://masterpull.hljtv.com/live/PXWxDY1V.m3u8
依安综合,https://masterpull.hljtv.com/live/4hhgo1mX.m3u8
嫩江综合,https://masterpull.hljtv.com/live/hrSfaA6T.m3u8
五大连池综合,https://masterpull.hljtv.com/live/6ic4FFgF.m3u8
龙江综合,https://masterpull.hljtv.com/live/vRSdDMSR.m3u8
海林综合,https://masterpull.hljtv.com/live/lqo9Fcdy.m3u8
孙吴综合,https://masterpull.hljtv.com/live/eXFjvNaf.m3u8
宝清综合,https://masterpull.hljtv.com/live/HBp9MLoA.m3u8
塔河综合,https://masterpull.hljtv.com/live/qXrATpGj.m3u8
集贤综合,https://masterpull.hljtv.com/live/CyJ3RKND.m3u8
漠河综合,https://masterpull.hljtv.com/live/rlVvbTZN.m3u8
东宁综合,https://masterpull.hljtv.com/live/UQdxnsw8.m3u8
宁安综合,https://masterpull.hljtv.com/live/BV2wr0vH.m3u8
穆棱综合,https://masterpull.hljtv.com/live/5c9Mi3FV.m3u8
逊克综合,https://masterpull.hljtv.com/live/a0CULO9O.m3u8
林口综合,https://masterpull.hljtv.com/live/pqheD07F.m3u8
北安综合,https://masterpull.hljtv.com/live/EfoBDa06.m3u8
延寿综合,https://masterpull.hljtv.com/live/XBqKssjB.m3u8
依兰综合,https://masterpull.hljtv.com/live/4sTJDdbE.m3u8
五常综合,https://masterpull.hljtv.com/live/R9bOklLT.m3u8
通河综合,https://masterpull.hljtv.com/live/b71kCDir.m3u8
巴彦综合,https://masterpull.hljtv.com/live/vAtZi96R.m3u8
方正综合,https://masterpull.hljtv.com/live/sSN2Uyb2.m3u8
呼兰综合,https://masterpull.hljtv.com/live/zja8TAIO.m3u8
宾县综合,https://masterpull.hljtv.com/live/DlkgB2B7.m3u8
肇东综合,https://masterpull.hljtv.com/live/G84ZsUTP.m3u8
望奎综合,https://masterpull.hljtv.com/live/d3loVdqX.m3u8
青冈综合,https://masterpull.hljtv.com/live/bJGIloJe.m3u8
绥棱综合,https://masterpull.hljtv.com/live/p7WSvrJJ.m3u8
庆安综合,https://masterpull.hljtv.com/live/ayksl1Ur.m3u8
明水综合,https://masterpull.hljtv.com/live/bOJ0OStw.m3u8
肇源综合,https://masterpull.hljtv.com/live/XkQg7QSI.m3u8
肇州综合,https://masterpull.hljtv.com/live/imOHYJ77.m3u8
富锦综合,https://masterpull.hljtv.com/live/wOBN3GqO.m3u8
抚远综合,https://masterpull.hljtv.com/live/tVnkOTOG.m3u8
桦川综合,https://masterpull.hljtv.com/live/NYQcW0fS.m3u8
桦南综合,https://masterpull.hljtv.com/live/76oCVZd3.m3u8
汤原综合,https://masterpull.hljtv.com/live/lt2CmppY.m3u8
同江综合,https://masterpull.hljtv.com/live/oFc7fCUf.m3u8
安达综合,https://masterpull.hljtv.com/live/FsGxlDZQ.m3u8
海伦综合,https://masterpull.hljtv.com/live/VFNlgeFO.m3u8
兰西综合,https://masterpull.hljtv.com/live/SYG06DEw.m3u8
泰来综合,https://masterpull.hljtv.com/live/cfkAgOUK.m3u8
嘉荫综合,https://masterpull.hljtv.com/live/k5IX9frJ.m3u8
甘南综合,https://masterpull.hljtv.com/live/YbFyF4Jb.m3u8
绥芬河综合,https://masterpull.hljtv.com/live/pXxFNIbi.m3u8
绥滨综合,https://masterpull.hljtv.com/live/DQiqZPCj.m3u8
富裕综合,https://masterpull.hljtv.com/live/MKFLhcpa.m3u8
铁力综合,https://masterpull.hljtv.com/live/iUtbDFud.m3u8
尚志综合,https://masterpull.hljtv.com/live/EQnKvoc9.m3u8
