
🇨🇳｜分享央视,#genre#
CCTV1 综合,http://61.160.152.68/live.aishang.ctlcdn.com/00000110240127_1/encoder/0/playlist.m3u8?CONTENTID=00000110240127_1&AUTHINFO=FABqh274XDn8fkurD5614vXukv%2Bllu6MCULXDoxJ6upZMyB3BTGL8Fz1cBrzuGpUOEVg8724ObgLgS2tj%2FSq8xWZ1p4rvSaCId2u7KLjn%2F46Kf00Xa0UUCbNAV9EWdHyJMhivxx1S8fcvB8Encq%2Br2%2FNnfOdizLLGdg97cAjQVBrJ5ycvSCIUdxWiGJJfFI3hgreSH2tPUplkub%2BeFttIQ%3D%3D&USERTOKEN=OcdSKDHIYJi7z1i4zpgoeOB0O2BhR0KR
CCTV1 综合,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxKmfj7o-Ch7YrHyxQ4jxs2s/ts
CCTV1 综合,http://39.134.61.219/PLTV/88888888/224/3221227005/index.m3u8
CCTV1 综合,http://ktwlplkf.f3322.org:9901/tsfile/live/0001_1.m3u8
CCTV1 综合,rtmp://202.204.52.116:1935/livetv/cctv1hd
CCTV1 综合,http://219.140.56.34:3333/tsfile/live/0001_1.m3u8
CCTV1 综合,http://111.20.35.103:6610/yinhe/2/ch00000090990000001018/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV1 综合,http://39.134.61.219/PLTV/88888888/224/3221226896/index.m3u8
CCTV1 综合,http://39.134.61.219/PLTV/88888888/224/3221227090/index.m3u8
CCTV1 综合,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226667/1.m3u8
CCTV1 综合,http://183.63.15.42:9901/tsfile/live/0001_1.m3u8
CCTV1 综合,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV1 综合,http://223.95.111.98:5555/newlive/live/hls/1/live.m3u8
CCTV1 综合,http://a.xttv.top/xttv/27f43e697655f4d44c62d7f4d32fcctv.m3u8
CCTV1 综合,http://220.178.228.153:1935/live/cctv1/playlist.m3u8
CCTV1 综合,https://zb.pzhgd.com:444/live/cctv1.m3u8
CCTV1 综合,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV1 综合,http://play.kankanlive.com/live/1661761962676984.flv
CCTV1 综合,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226736/1.m3u8
CCTV1 综合,http://111.20.35.103:6610/yinhe/2/ch00000090990000001068/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV1 综合,http://play.kankanlive.com/live/1661761962676984.m3u8

CCTV-2财经[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV-2财经[1920x1080],http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226739/1.m3u8?
CCTV-2财经[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8
CCTV-2财经[1920x1080],http://111.20.35.103:6610/yinhe/2/ch00000090990000001293/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-2财经[1920x1080],http://222.240.82.92:9901/tsfile/live/0002_1.m3u8
CCTV-2财经[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV-2财经[1920x1080],http://1.195.111.251:11190/tsfile/live/0002_1.m3u8
CCTV-2财经[1920x1080],http://183.196.25.171:808/hls/2/index.m3u8
CCTV-2财经[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8
CCTV-2财经[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8?
CCTV2 财经,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV2 财经,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxNEPqrelFraDEoSoHLBBldo/ts
CCTV2 财经,http://lu1.cc/itv/php/gudou.php?id=cctv2hd
CCTV2 财经,http://cm.wshls.homecdn.com/live/11ecc.m3u8
CCTV2 财经,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV2 财经,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8
CCTV2 财经,http://39.134.61.219/PLTV/88888888/224/3221226843/index.m3u8
CCTV2 财经,http://61.160.152.68/live.aishang.ctlcdn.com/00000110240244_1/encoder/0/playlist.m3u8?CONTENTID=00000110240244_1&AUTHINFO=FABqh274XDn8fkurD5614vXukv%2Bllu6MCULXDoxJ6upZMyB3BTGL8Fz1cBrzuGpUOEVg8724ObgLgS2tj%2FSq8xWZ1p4rvSaCId2u7KLjn%2F46Kf00Xa0UUCbNAV9EWdHyJMhivxx1S8fcvB8Encq%2Br2%2FNnfOdizLLGdg97cAjQVBrJ5ycvSCIUdxWiGJJfFI3hgreSH2tPUplkub%2BeFttIQ%3D%3D&USERTOKEN=OcdSKDHIYJi7z1i4zpgoeOB0O2BhR0KR
CCTV2 财经,http://111.20.35.103:6610/yinhe/2/ch00000090990000001840/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV2 财经,http://cyz32.livehbindex.hbcatv.cn/live/50000020d7ae404dbd55b5d0ba6fe735.m3u8?bitrate=2300&pt=5
CCTV2 财经,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226739/1.m3u8

CCTV-3综艺[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV-3综艺[1920x1080],http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226720/1.m3u8
CCTV-3综艺[1920x1080],http://111.20.40.173/PLTV/88888893/224/3221226397/index.m3u8
CCTV-3综艺[1920x1080],http://111.20.40.172/PLTV/88888893/224/3221226397/index.m3u8
CCTV-3综艺[1920x1080],http://111.20.40.167/PLTV/88888893/224/3221226397/index.m3u8
CCTV-3综艺[1920x1080],http://111.20.40.166/PLTV/88888893/224/3221226397/index.m3u8
CCTV-3综艺[1920x1080],http://1.195.111.251:11190/tsfile/live/0003_1.m3u8
CCTV-3综艺[1920x1080],http://111.20.35.103:6610/yinhe/2/ch00000090990000001598/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-3综艺[1920x1080],http://183.196.25.171:808/hls/75/index.m3u8
CCTV3 综艺,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV3 综艺,http://125.210.152.19:9120/live/hzgq-cctv3gq-h264.m3u8
CCTV3 综艺,http://lu1.cc/itv/php/gudou.php?id=cctv3hd
CCTV3 综艺,http://111.20.40.166/PLTV/88888893/224/3221226397/index.m3u8
CCTV3 综艺,http://58.205.220.58/tlivecloud-ipv6.ysp.cctv.cn/001/2000203803.m3u8
CCTV3 综艺,http://223.95.111.98:5555/newlive/live/hls/3/live.m3u8
CCTV3 综艺,http://219.140.56.34:3333/tsfile/live/0003_1.m3u8
CCTV3 综艺,http://123.6.9.146/live/jz-cctv-3/live.m3u8
CCTV3 综艺,http://zb.688768.xyz/jiudian/jddb.php?playurl=http://120.84.96.29:808/hls/3/index.m3u8
CCTV3 综艺,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000203803.m3u8
CCTV3 综艺,http://39.134.61.219/PLTV/88888888/224/3221226889/index.m3u8
CCTV3 综艺,http://111.20.35.103:6610/yinhe/2/ch00000090990000001009/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV3 综艺,http://221.213.43.82:8888/newlive/live/hls/4/live.m3u8
CCTV3 综艺,http://61.160.152.68/live.aishang.ctlcdn.com/00000110240245_1/encoder/0/playlist.m3u8?CONTENTID=00000110240245_1&AUTHINFO=FABqh274XDn8fkurD5614vXukv%2Bllu6MCULXDoxJ6upZMyB3BTGL8Fz1cBrzuGpUOEVg8724ObgLgS2tj%2FSq8xWZ1p4rvSaCId2u7KLjn%2F46Kf00Xa0UUCbNAV9EWdHyJMhivxx1S8fcvB8Encq%2Br2%2FNnfOdizLLGdg97cAjQVBrJ5ycvSCIUdxWiGJJfFI3hgreSH2tPUplkub%2BeFttIQ%3D%3D&USERTOKEN=OcdSKDHIYJi7z1i4zpgoeOB0O2BhR0KR
CCTV3 综艺,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226720/1.m3u8
CCTV3 综艺,http://111.20.35.103:6610/yinhe/2/ch00000090990000001839/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV3 综艺,http://183.63.15.42:9901/tsfile/live/0003_1.m3u8

CCTV-4中文国际[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV-4中文国际[1920x1080],http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226725/1.m3u8
CCTV-4中文国际[1920x1080],http://111.20.40.173/PLTV/88888893/224/3221226191/index.m3u8
CCTV-4中文国际[1920x1080],http://111.20.40.172/PLTV/88888893/224/3221226191/index.m3u8
CCTV-4中文国际[1920x1080],http://111.20.40.164/PLTV/88888893/224/3221226191/index.m3u8
CCTV-4中文国际[1920x1080],http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?
CCTV-4中文国际[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?
CCTV-4中文国际[1920x1080],http://111.20.35.103:6610/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-4中文国际[1920x1080],http://222.240.82.92:9901/tsfile/live/0004_1.m3u8
CCTV-4中文国际[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV4 中文国际,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV4 中文国际,http://221.213.43.82:8888/newlive/live/hls/5/live.m3u8
CCTV4 中文国际,http://39.134.61.219/PLTV/88888888/224/3221226845/index.m3u8
CCTV4 中文国际,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000063
CCTV4 中文国际,http://111.20.40.164/PLTV/88888893/224/3221226191/index.m3u8
CCTV4 中文国际,http://cyz32.livehbindex.hbcatv.cn/live/5b0dff5235e94ba8bff8731427145289.m3u8?bitrate=2300&pt=5
CCTV4 中文国际,http://61.160.152.68/live.aishang.ctlcdn.com/00000110240316_1/encoder/0/playlist.m3u8?CONTENTID=00000110240316_1&AUTHINFO=FABqh274XDn8fkurD5614vXukv%2Bllu6MCULXDoxJ6upZMyB3BTGL8Fz1cBrzuGpUOEVg8724ObgLgS2tj%2FSq8xWZ1p4rvSaCId2u7KLjn%2F46Kf00Xa0UUCbNAV9EWdHyJMhivxx1S8fcvB8Encq%2Br2%2FNnfOdizLLGdg97cAjQVBrJ5ycvSCIUdxWiGJJfFI3hgreSH2tPUplkub%2BeFttIQ%3D%3D&USERTOKEN=OcdSKDHIYJi7z1i4zpgoeOB0O2BhR0KR
CCTV4 中文国际,http://111.20.35.103:6610/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV4 中文国际,http://61.160.152.68/live.aishang.ctlcdn.com/00000110240363_1/encoder/0/playlist.m3u8?CONTENTID=00000110240363_1&AUTHINFO=FABqh274XDn8fkurD5614vXukv%2Bllu6MCULXDoxJ6upZMyB3BTGL8Fz1cBrzuGpUOEVg8724ObgLgS2tj%2FSq8xWZ1p4rvSaCId2u7KLjn%2F46Kf00Xa0UUCbNAV9EWdHyJMhivxx1S8fcvB8Encq%2Br2%2FNnfOdizLLGdg97cAjQVBrJ5ycvSCIUdxWiGJJfFI3hgreSH2tPUplkub%2BeFttIQ%3D%3D&USERTOKEN=OcdSKDHIYJi7z1i4zpgoeOB0O2BhR0KR
CCTV4 中文国际,http://219.140.56.34:3333/tsfile/live/1004_1.m3u8
CCTV4 中文国际,http://183.63.15.42:9901/tsfile/live/0004_1.m3u8
CCTV4 中文国际,http://lu1.cc/itv/php/gudou.php?id=cctv4hd
CCTV4 中文国际,http://111.20.35.103:6610/yinhe/2/ch00000090990000001015/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV4 中文国际,http://125.210.152.19:9120/live/hzgq-cctv4gq-h264.m3u8
CCTV4 中文国际,http://58.205.220.58/tlivecloud-ipv6.ysp.cctv.cn/001/2000204803.m3u8
CCTV4 中文国际,http://111.20.40.164:80/PLTV/88888893/224/3221226191/index.m3u8?icpid=88888893&from=1&popid=1&hms_devid=844,683&prioritypopid=1
CCTV4 中文国际,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV4 中文国际,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226725/1.m3u8
CCTV4 中文国际,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV 4K,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV 4K,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000266303.m3u8
CCTV 4K,http://159.75.85.63:5679/cctv4k.php
CCTV 4K,http://lu1.cc/itv/php/cctv4k.php
CCTV 4K,http://58.205.220.58/tlivecloud-ipv6.ysp.cctv.cn/001/2000266303.m3u8
CCTV 4K,http://lu1.cc/itv/php/cctv4k.php?id=4khd
CCTV 4K,http://lu1.cc/itv/php/cctv4k.php?id=4kfhd
CCTV 4K,http://lu1.cc/itv/php/cqyx.php?id=cctv4k
CCTV 4K,http://open.live-web.timetv.cn/live03/cctv4k.m3u8

CCTV-5体育[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5体育[1920x1080],http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226731/1.m3u8
CCTV-5体育[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5体育[1920x1080],http://111.20.40.173/PLTV/88888893/224/3221226395/index.m3u8
CCTV-5体育[1920x1080],http://111.20.40.168/PLTV/88888893/224/3221226395/index.m3u8
CCTV-5体育[1920x1080],http://111.20.40.167/PLTV/88888893/224/3221226395/index.m3u8
CCTV-5体育[1920x1080],http://111.20.40.166/PLTV/88888893/224/3221226395/index.m3u8
CCTV-5体育[1920x1080],http://111.20.40.165/PLTV/88888893/224/3221226395/index.m3u8
CCTV-5体育[1920x1080],http://111.20.40.164/PLTV/88888893/224/3221226395/index.m3u8
CCTV-5体育[1920x1080],http://111.20.40.163/PLTV/88888893/224/3221226395/index.m3u8
CCTV-5体育[1920x1080],http://111.20.40.162/PLTV/88888893/224/3221226395/index.m3u8
CCTV-5体育[1920x1080],http://111.20.40.160/PLTV/88888893/224/3221226395/index.m3u8
CCTV-5体育[1920x1080],http://222.240.82.92:9901/tsfile/live/0005_1.m3u8
CCTV-5体育[1920x1080],http://183.196.25.171:808/hls/78/index.m3u8
CCTV-5体育[1920x1080],http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV-5体育[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV-5体育[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5 体育,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000205103.m3u8
CCTV5 体育,http://183.63.15.42:9901/tsfile/live/0005_1.m3u8
CCTV5 体育,http://219.140.56.34:3333/tsfile/live/1005_1.m3u8
CCTV5 体育,http://39.134.61.219/PLTV/88888888/224/3221226900/index.m3u8
CCTV5 体育,http://221.213.43.82:8888/newlive/live/hls/6/live.m3u8
CCTV5 体育,http://61.160.152.68/live.aishang.ctlcdn.com/00000110240246_1/encoder/0/playlist.m3u8?CONTENTID=00000110240246_1&AUTHINFO=FABqh274XDn8fkurD5614vXukv%2Bllu6MCULXDoxJ6upZMyB3BTGL8Fz1cBrzuGpUOEVg8724ObgLgS2tj%2FSq8xWZ1p4rvSaCId2u7KLjn%2F46Kf00Xa0UUCbNAV9EWdHyJMhivxx1S8fcvB8Encq%2Br2%2FNnfOdizLLGdg97cAjQVBrJ5ycvSCIUdxWiGJJfFI3hgreSH2tPUplkub%2BeFttIQ%3D%3D&USERTOKEN=OcdSKDHIYJi7z1i4zpgoeOB0O2BhR0KR
CCTV5 体育,http://61.160.152.68/live.aishang.ctlcdn.com/00000110240128_1/encoder/0/playlist.m3u8?CONTENTID=00000110240128_1&AUTHINFO=FABqh274XDn8fkurD5614vXukv%2Bllu6MCULXDoxJ6upZMyB3BTGL8Fz1cBrzuGpUOEVg8724ObgLgS2tj%2FSq8xWZ1p4rvSaCId2u7KLjn%2F46Kf00Xa0UUCbNAV9EWdHyJMhivxx1S8fcvB8Encq%2Br2%2FNnfOdizLLGdg97cAjQVBrJ5ycvSCIUdxWiGJJfFI3hgreSH2tPUplkub%2BeFttIQ%3D%3D&USERTOKEN=OcdSKDHIYJi7z1i4zpgoeOB0O2BhR0KR
CCTV5 体育,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV5 体育,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226731/1.m3u8
CCTV5 体育,http://123.6.9.146/live/jz-cctv-5/live.m3u8
CCTV5 体育,http://111.20.40.164/PLTV/88888893/224/3221226395/index.m3u8
CCTV5 体育,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5 体育,http://220.178.228.153:1935/live/cctv5/playlist.m3u8
CCTV5 体育,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV5 体育,http://111.20.35.103:6610/yinhe/2/ch00000090990000001587/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV5 体育,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5 体育,http://58.205.220.58/tlivecloud-ipv6.ysp.cctv.cn/001/2000205103.m3u8
CCTV5 体育,http://39.134.61.219/PLTV/88888888/224/3221226944/index.m3u8
CCTV5 体育,http://223.95.111.98:5555/newlive/live/hls/5/live.m3u8
CCTV5 体育,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5 体育,http://111.20.40.166/PLTV/88888893/224/3221226395/index.m3u8
CCTV5 体育,http://111.20.35.103:6610/yinhe/2/ch00000090990000001010/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV5 体育,http://125.210.152.19:9120/live/hzgq-cctv5gq-h264.m3u8

CCTV-5+体育赛事[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-5+体育赛事[1920x1080],http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226711/1.m3u8
CCTV-5+体育赛事[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-5+体育赛事[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV-5+体育赛事[1920x1080],http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000246
CCTV-5+体育赛事[1920x1080],http://183.196.25.171:808/hls/61/index.m3u8
CCTV-5+体育赛事[1920x1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8?
CCTV-5+体育赛事[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV5+ 体育赛事,http://39.134.61.219/PLTV/88888888/224/3221226912/index.m3u8
CCTV5+ 体育赛事,http://58.205.220.58/tlivecloud-ipv6.ysp.cctv.cn/001/2000204503.m3u8
CCTV5+ 体育赛事,http://39.134.61.219/PLTV/88888888/224/3221227092/index.m3u8
CCTV5+ 体育赛事,http://125.210.152.19:9120/live/hzgq-cctvzhgq-h264.m3u8
CCTV5+ 体育赛事,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV5+ 体育赛事,http://111.8.150.191:85/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+ 体育赛事,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV5+ 体育赛事,http://cyz32.livehbindex.hbcatv.cn/live/50000020484943edba96ac9f93f858ce.m3u8?bitrate=2300&pt=5
CCTV5+ 体育赛事,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204503.m3u8
CCTV5+ 体育赛事,http://219.140.56.34:3333/tsfile/live/0016_1.m3u8
CCTV5+ 体育赛事,http://221.213.43.82:8888/newlive/live/hls/7/live.m3u8
CCTV5+ 体育赛事,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226711/1.m3u8

CCTV-6电影[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV-6电影[1920x1080],http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226699/1.m3u8
CCTV-6电影[1920x1080],http://111.20.40.173/PLTV/88888893/224/3221226393/index.m3u8
CCTV-6电影[1920x1080],http://111.20.40.172/PLTV/88888893/224/3221226393/index.m3u8
CCTV-6电影[1920x1080],http://111.20.40.167/PLTV/88888893/224/3221226393/index.m3u8
CCTV-6电影[1920x1080],http://111.20.40.166/PLTV/88888893/224/3221226393/index.m3u8
CCTV-6电影[1920x1080],http://111.20.35.103:6610/yinhe/2/ch00000090990000001275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-6电影[1920x1080],http://222.240.82.92:9901/tsfile/live/0006_1.m3u8
CCTV-6电影[1920x1080],http://183.196.25.171:808/hls/76/index.m3u8
CCTV6 电影,http://111.20.40.166/PLTV/88888893/224/3221226393/index.m3u8
CCTV6 电影,http://61.160.152.68/live.aishang.ctlcdn.com/00000110240247_1/encoder/0/playlist.m3u8?CONTENTID=00000110240247_1&AUTHINFO=FABqh274XDn8fkurD5614vXukv%2Bllu6MCULXDoxJ6upZMyB3BTGL8Fz1cBrzuGpUOEVg8724ObgLgS2tj%2FSq8xWZ1p4rvSaCId2u7KLjn%2F46Kf00Xa0UUCbNAV9EWdHyJMhivxx1S8fcvB8Encq%2Br2%2FNnfOdizLLGdg97cAjQVBrJ5ycvSCIUdxWiGJJfFI3hgreSH2tPUplkub%2BeFttIQ%3D%3D&USERTOKEN=OcdSKDHIYJi7z1i4zpgoeOB0O2BhR0KR
CCTV6 电影,http://111.20.35.103:6610/yinhe/2/ch00000090990000001275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV6 电影,http://183.63.15.42:9901/tsfile/live/0006_1.m3u8
CCTV6 电影,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV6 电影,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226699/1.m3u8
CCTV6 电影,http://58.205.220.58/tlivecloud-ipv6.ysp.cctv.cn/001/2000203303.m3u8
CCTV6 电影,http://111.20.35.103:6610/yinhe/2/ch00000090990000001016/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV6 电影,http://39.134.61.219/PLTV/88888888/224/3221226891/index.m3u8
CCTV6 电影,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV6 电影,http://219.140.56.34:3333/tsfile/live/1006_1.m3u8
CCTV6 电影,http://125.210.152.19:9120/live/hzgq-cctv6gq-h264.m3u8
CCTV6 电影,http://223.95.111.98:5555/newlive/live/hls/6/live.m3u8
CCTV6 电影,http://lu1.cc/itv/php/gudou.php?id=cctv6hd
CCTV-7国防军事[1920x1080],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV-7国防军事[1920x1080],http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226721/1.m3u8
CCTV-7国防军事[1920x1080],http://111.20.35.103:6610/yinhe/2/ch00000090990000001291/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-7国防军事[1920x1080],http://222.240.82.92:9901/tsfile/live/0007_1.m3u8
CCTV-7国防军事[1920x1080],http://183.196.25.171:808/hls/7/index.m3u8
